ore carrier ship	dependent on cargo
railway junction	at-grade
vehicle wheel	round
air traffic control procedure	runway conditions
lighter	butane fuel
navigation buoy	green
traffic signal	road intersection
commercial carrier	aviation authority
deck crane	lifting
intermodal transportation	rail freight
guiding	required experience
partial container ship	cargo
lighter	small and compact
general cargo ship	cubic meters
petroleum product pipeline	infrequent
air route	recreational
canal system	industrial
crew list	employee roster
petroleum tanker ship	fire suppression system
container terminal	transferring
organic object	with environment
petroleum product pipeline	emergency response
moving violation	jail time
navigation light	visible from distance
portable bridge	collapsible
navigation	paper map
atmospheric region	maintains earth's magnetic field
railway vehicle	brakes
managing	team supervision
transitway	to reduce traffic congestion
shipping lane	reduce travel distance
local transit system	card
turbojet engine	power aircraft
truck tractor	trailer attachment
liner service	waterways
deck cargo	exposed to weather
organizational process	improved quality
attaching	with screws
cab car	slow
standard gauge railway	widespread
railcar carrier ship	engine
volume measure	measured against
ship agent	resolving issues
jet engine	military applications
glider airplane	no propeller
scale test car	automotive industry
outfit car	driving to work
electronic signalling	telecommunication
transportation authority	environmental impact
light truck	business use
government organization	infrastructure development
radar	laser
railroad company	privately owned
vehicle wheel	movable
petroleum product	essential for modern society
bulkhead	to block fire
commercial shipping	project cargo
regulatory process	health regulation
radio navigation beacon	ground
deck cargo	professional
canal lock	gates close/open
freighter	open deck
canal	historical
glider airplane	requires practice
government organization	city
transportation system	regular
cubic foot	measuring rooms
petroleum tanker ship	manual
sea lane	signs
emergency vehicle	high speed
department of transportation	government agency
air traffic control procedure	coordinating
organizational process	planning and controlling
full size van	moving large items
bulkhead	stopping
fishing boat	crew
fixed bridge	for vehicles
ship register	tracing
train assembly	height
volume measure	converts between units
vehicle carrier ship	transporting cargo
truck tractor	transporting heavy loads
navigation	traveler
ship hold	designed for stability
material handling equipment	motors
signalling	emergency
registry ton	similar to a short ton
flight deck	visibility
offshore supply ship	relatively slow
jet engine	rockets
broad gauge railway	more comfortable ride
intermodal transportation	bulk
research ship	supporting scientific expeditions
pusher tug	tugboat
atmospheric region	regulates climate
liner service	ferry boats
transportation company	government
transportation authority	maintain
bulkhead	transverse
port crane	specialized
petroleum tanker ship	dependent on wind and currents
vehicle crew	mechanical skills
mass measure	construction
traffic signal	visible
spine car	industrial
ship hatch	boarding
air traffic control center	aircraft guidance
petroleum tanker ship	coast
electrified railway	public
mode of transit	high speed
head end car	sturdy
merchant marine	commercial
moving violation	witness
attaching	for joining
transit shelter	in public transportation hub
petroleum product pipeline	important for environment
coach railcar	high-speed trains
vehicle carrier ship	superstructure
arriving	attendee
fishing trawler	propeller
traffic signal	triangular
multiple track railway	broad
pier	seaside
gallery car	luxurious interior
railway junction	small
atmospheric region	temperature variation
vehicle registration	reminder
traffic signal	smart traffic signals
transitway	straight
refrigerated compartment	cooling unit
ocean liner	relatively
container ship	huge
crew list	for communication
hopper dredger	hopper-shaped hull
hopper dredger	deepen waterways
private railcar	train operators
transit route	individual
fishing trawler	single-handed
dangerous goods	handling gloves
tank car	carrying oil
major air carrier	miles accumulation
transit shelter	walls
river port	government
electrified railway	electric current
water transportation system	paddle-powered
intentional process	iterativity
transit terminal	seasonal schedule
intermodal transportation	combination of transportation modes
air route	private company
transportation schedule	regional
organic compound	in pharmaceuticals
regulatory process	community
portable bridge	construction
broad gauge railway	faster
spine car	heavy
parking garage	modern
commercial agent	negotiates deals
commercial agent	negotiating price
bulk cargo	specialized
road transportation system	parking regulations
mode of transit	comfortable
hangar bay	on a military base
electronic device	solar power
cab car	emergency speed
water transportation system	propellers
traffic control process	traffic counters
managing	team motivation
road junction	distributing traffic
rolling stock	weight
turboprop airplane	1000-3000 miles
cargo ship	at sea
vehicle registration	proof of address
light truck	carrying small loads
long ton	1 long ton = 1,000 kilograms
fishing trawler	cranes
railroad company	cargo fees
transit shelter	basic
railroad track	replacing worn-out parts
arriving	place
bill of lading	during shipping
traffic light	to control traffic flow
ship agent	understanding of regulations
ship agent	claims
jet engine	reduced
attaching	stronger bond
arriving	looking forward to
radar or sonar	kilometers
spine car	variable
crew list	listing people
electric motor	industrial machinery
standard gauge railway	london underground
jet engine	steel
transportation system	regulation
fishing trawler	wood
atmospheric region	holds oxygen
transportation schedule	direct
hoisting device	pulley
cubic foot	accurate calculation
guiding	showing the path
spine car	car
cable ship	steam
emergency road vehicle	medical supplies
flatcar	transportation hub
full size van	highway
canal lock	water seal
trade embargo	united nations
deepwater port	24/7 operations
bulk cargo	supermarkets
offshore supply ship	anchored
international airport	scheduling
transportation device	renewable energy
flatcar	freight trains
fish factory ship	unloading
ship hatch	allowing people to enter or exit
road vehicle	hybrid fuel
train station	country
offshore anchorage	convenience
tank car	transporting fuels
bulkhead	weight reduction
commercial airport	public transport
passenger ship	business travel
unpaved runway	small plane
transportation schedule	planning
internal attribute	defines identity
diesel fuel	dark color
internal attribute	inaccurate
major air carrier	comfortable
offshore anchorage	port
merchant marine	ships used for trade
commercial airport	flight attendants
transportation system	long-distance
multiple track railway	main line
drilling ship	engineers
water transportation system	supporting economy
parking garage	cash
water transportation system	riverine
electrical signalling	control
river port	coastal
airport classification	cargo handling
deepwater port	profound
electrified railway	faster than steam
transportation system	fuel type
railroad track	daily usage
transit terminal	air
air traffic control procedure	morse code
relational attribute	to identify unique entity
signalling	automobile
ship berthing	regulations
merchant marine	international conventions
military watercraft	freshwater
cabotage	trade within a country
volume measure	different from
offshore supply ship	resupplying ships
railroad bridge	needs repair
partial container ship	unloading
track gauge	imperial gauge
commercial agent	broker
transit terminal	ramps
passenger railway car	height
deck cargo	winch
vehicle crew	pilot license
navigation light	warn of danger
petroleum product pipeline	valves
emergency vehicle	fighting fires
rocket engine	liquid
material handling equipment	light goods
standard gauge railway	depending on the train
fuel tank	measures fuel level
intermodal transportation	containerization
transportation company	daily
flight schedule	airports
vehicle wheel	mid
fixed bridge	over valley
aid to navigation	provides light
petroleum tanker ship	maritime
railway vehicle	provide track maintenance
standard gauge railway	yards
intermodal transportation	economical and efficient
radar facility	alerting
parking garage	commerce
land area	supports population
offshore anchorage	man-made
containerization	complexity
research ship	researchers
parking garage	town
transportation authority	traffic officers
cargo container	plane
common carrier	public utility
private railcar	separate bedrooms
government organization	diplomats
internal attribute	to self
rolling stock	entertainment
air route	light
bulk cargo	minerals
diesel fuel	in cylinders
railroad bridge	near water
ship deck	ramped
traffic signal	light on top
moving violation	police officer
traffic light	standardized globally
animal powered vehicle	medieval warfare
surfaced roadway	wide
vehicle registration	unique identifier
liner service	fixed departure and arrival times
cable ship	telecommunications company
body motion	leg
intermodal transportation	environmentally friendly
private railcar	entertainment system
relational attribute	attribute that relates to another attribute
managing	decentralized
volume measure	can be converted
research ship	radar
ship hull	length
offshore supply ship	specialized workers
military watercraft	gun
port embargo	punishment
personal watercraft	outboard
transportation schedule	train schedule
jet engine	engineer
unpaved runway	recreational
personal watercraft	regular maintenance
tractor trailer	highway use
ship berthing	marine terminal
vehicle wheel	bicycles
river port	storing
legal charge	dependent on circumstances
offshore supply ship	maintaining infrastructure
standard gauge railway	maintenance
commercial airport	in countryside
offshore supply ship	harsh weather
air traffic control tower	navigation aids
unpaved runway	airfield
railway junction	safety inspections
navigation light	day
fishing boat	many
deck crane	machine operator
navigation	north
surfaced roadway	accessing homes
ship deck	cabin
flatcar	railway yard
emergency road vehicle	police officer
containerization	deploying software
passenger railway car	seating areas
navigation buoy	illuminated
transit terminal	open area
land vehicle	low speed
vehicle registration	payment records
international airport	low-traffic
port embargo	prohibition on ships from entering or leaving a port
surfaced roadway	periodically resurfaced
cubic foot	water volume
government organization	public benefit
offshore support ship	support fleet
container terminal	sea
dangerous goods	causes environmental damage
canal system	regular cleaning
emergency vehicle	disaster zones
vehicle registration	revocation
air traffic control procedure	flight plans
aid to navigation	hikers
chemical tanker ship	environmental regulations
registry ton	1 ton = 1,000 kilograms
vehicle carrier ship	using cranes
chemical tanker ship	hazardous material storage
air route	high
navigation	necessary for exploration
deck crane	moving cargo
department of transportation	maintaining roads
container terminal	workers
crew list	task allocation
mass measure	used in medicine
railroad track	social connection
transportation schedule	hour
general cargo ship	small
major air carrier	manual
registry ton	iso standard
fishing vessel	aluminum
canal	connecting seas
ship register	registry port
air traffic control center	controllers certified
broad gauge railway	wider
canal structure	coast
cabotage	increasing national revenue
signalling	smoke detectors
scale test car	new car design
ship hull	cast
radio navigation beacon	regional
tugboat	medium
land vehicle	easy
land area	hectares
river port	cargoes
sea lane	economic importance
spine car	cabin
aid to navigation	helping orientation
offshore supply ship	canteen
drilling ship	explore seafloor
crew list	for rostering
navigation buoy	marking underwater features
organizational process	schedules
railroad bridge	carry trains
traffic light	daytime
road junction	y-intersection
outfit car	maintaining
minivan	many
commercial airport	controlled by air traffic control
relational attribute	sorting
electrified railway	electric poles
passenger railway car	length
tank car	wheels
contract carrier	dry goods
bill of lading	land
turbojet engine	used in military aircraft
canal	country
turboprop airplane	high-bypass
registry ton	huge
vehicle registration	dmv center
train assembly	recreational activity
canal lock	recreational
international airport	firefighting equipment
propeller airplane	fuel efficient
railway vehicle	yard
jet engine	generate thrust
cargo manifest	physical storage
commercial carrier	captains
full size van	daily commute
emergency vehicle	distinctive design
pier	supports commercial activities
ship hull	propulsion
ship compartment	deck
department of transportation	enforcing traffic regulations
trade embargo	protect
taking off	leaving
transportation device	railway station
air traffic control center	ensures safe flight
ship berth	passenger ship
bulkhead	enhances safety
canal	recreational canal
broad gauge railway	heavy-duty
radio navigation beacon	ground navigation
offshore support ship	coastal waters
transportation authority	road maintenance
deck cargo	carefully
unpaved runway	erosion
air route	circuitous
turbojet engine	high-power-to-weight
ship hull	ocean
petroleum tanker ship	captain
gallery car	special events
jet airplane	fast
air traffic control center	safety assurance
common carrier	fairness
bulk cargo	grain
offshore anchorage	safe
fuel tank	high pressure
multiple track railway	loop line
container ship	loading bays
fishing vessel	tackle
dangerous goods	noxious
cargo ship	sea route
cargo manifest	record of goods
containerization	increased portability
private railcar	exclusive
freighter	captain
train assembly	industrial use
land area	ridge
railway junction	switching yards
port city	importing
cable ship	slow moving
personal watercraft	covered storage
gallery car	transportation
cable ship	maintaining internet connectivity
road vehicle	four
single traffic lane	defined
transitway	dedicated path
ship berthing	unloading cargo
internal attribute	to define
truck trailer	attached to truck
water area	recreation area
transitway	increasing economic development
port city	shipping lanes
relational attribute	math
ocean liner	maintained
tractor trailer	long-distance transport
contract carrier	airplanes
guiding	well-being
ship agent	passenger transport
port crane	stationary
trade embargo	inspections
port city	diversified
military watercraft	high speed
transit stop	terminus
navigation buoy	marks safe water
emergency vehicle	emergency responders
turboprop airplane	dual engines
canal lock	electrical
canal	navigable
transportation device	low emissions
scale test car	aerospace
transportation device	polluting
ship agent	global
dining car	atmosphere
port embargo	increase poverty
cargo handling	trailers
vehicle crew	theoretical
general cargo ship	fast
transit terminal	stressful
jet engine	highly efficient
light fixture	wireless
sport utility vehicle	deserts
motor scooter	rugged
animal powered vehicle	single
water transportation system	drinking water
intentional process	unintended consequences
intermodal transportation	airports
petroleum tanker ship	supervisors
sea lane	marine traffic route
flight deck	flight crew
traffic signal	road
electric device	powers appliances
ship hull	carries goods
fishing trawler	catching non-target species
vehicle registration	triennial
railroad track	highway-rail grade crossing
commercial shipping	cruise liner
signalling	short
traffic control process	maintain traffic flow
relational attribute	to describe data
light truck	heavy
bill of lading	shipping document
intentional process	effectiveness
partial container ship	polluting oceans
electric motor	converts electrical energy
paved runway	private airfield
river port	public
ship cabin	socializing
radio navigation beacon	emits continuous signal
ship berth	safeguarding
transit shelter	shelter
electronic signalling	long distance
hopper dredger	steel
canal	land
dry bulk cargo	cement
transitway	city
turbojet engine	military use
general cargo ship	carrying containers
diesel engine	vehicles
cargo container	reduces carbon footprint
passenger car	acceleration
hopper dredger	heavy machinery
transportation system	organization
radar	phased arrays
railroad company	number
commercial agent	negotiates prices
container ship	supplying ports
water transportation system	large capacity
general cargo ship	inland waterway
water area	marine
fishing boat	dock
local transit system	public
international airport	screening for security
set	fixed
canal lock	canal system
offshore supply ship	maritime professionals
broad gauge railway	heavier tracks
petroleum tanker ship	managed by company
dual gauge railway	requirement of dual gauge tracks
vehicle carrier ship	cargo holds
gallery car	event space
track gauge	efficiency
major air carrier	check-in
arriving	reaching a destination
diesel fuel	petroleum-like
glider airplane	no fuel
bulk cargo	voluminous
cargo container	truck
shipping lane	designated
transit route	eastbound
shipping channel	promoting trade
tractor trailer	long-range
land area	water area
taking off	gaining speed
rocket engine	vibration
sport utility vehicle	bulky
train assembly	transport people
electrical signalling	electromyogram
contract carrier	ship items
organizational process	trust building
tugboat	ports
coach railcar	recreational trips
tugboat	limited speed
internal attribute	unique
merchant marine	commerce
fire boat	hoses
atmospheric region	astronomy
aid to navigation	land navigation
international airport	metal detectors
turboprop airplane	increased power
flatcar	shipping heavy goods
material handling equipment	electromechanical
mode of transit	road
containerization	storage containers
organizational process	teamwork
single traffic lane	traffic flow
petroleum pipeline	oil and gas production
taking off	vertical and horizontal
transitway	controlled-access highway
body motion	frequent
railroad bridge	supports heavy load
petroleum pipeline	economic growth
river port	repair
transportation authority	administrative body
surfaced roadway	damaged
transportation system	walk
watercraft	gps
keeping	shelter
cab car	tourist transportation
deepwater port	importing goods
local transit system	daily
port city	beach activities
vehicle crew	operating machinery
registry ton	30 feet long
taking off	initial
paved runway	precision approach path indicators
port embargo	used by nations
electric motor	producing rotation
regulatory process	identification
petroleum pipeline	guarded
liner service	government agencies
passenger railway car	accommodate passengers
flight schedule	text
port city	shipping containers
bulkhead	water-resistant
body motion	muscle movement
transportation system	traffic rules
dual gauge railway	remote regions
portable bridge	adjustable
lighter	uncommon
taking off	ignoring
fuel tank	connected to fuel line
liner service	consistent
intermodal transportation	inland waterway
offshore supply ship	robust
offshore support ship	accommodation
pier	sandy beach
fishing trawler	in port
transportation schedule	announcement
flight schedule	booking ticket
spine car	daily commutes
navigation light	aircraft
train assembly	train yard
offshore supply ship	generators
water area	influences weather
fish factory ship	manufacturing
truck tractor	container
electrical signalling	nervous system
flatcar	brakes
regulatory process	regulatory bodies
broad gauge railway	heavy load
transportation system	private companies
outfit car	off-road driving
refrigerated compartment	regular inspection
refrigerated compartment	room
multiple track railway	heavy freight transport
vehicle crew	first aid certification
dual gauge railway	complex engineering
ship deck	synthetic
multiple track railway	divided traffic
organizational process	monitor
electronic device	business use
regulatory process	ensuring safety
traffic control process	pollution
research ship	icebreaker
port crane	very tall
rocket engine	high-tech
partial container ship	domestic trade
canal lock gate	at the entrance of a canal lock
organizational process	task completion
bill of lading	one-time
rocket engine	short-duration firing
minivan	multiple seats
terminal building	glass and steel
pusher tug	heavy lifting
container terminal	traffic
fire boat	crew
common carrier	essential for global trade
coach railcar	transportation
crane ship	transportation
transportation company	moving both
rocket engine	specific impulse
ship compartment	below waterline
rail transportation system	mixed
refrigerated compartment	compressor
guiding	confident
body motion	rarely
land vehicle	commuting
jet engine	aircraft wing
atmospheric region	ionosphere
air traffic control procedure	clearing
freighter	supply chain
offshore anchorage	tides
railroad company	in a specific region
passenger car	plastic
motor scooter	transportation
department of transportation	roads
department of transportation	trains
container terminal	job creation
major air carrier	millions of passengers
guiding	problem solving
railroad company	specific region
ship register	type
water transportation system	national
ship berthing	international maritime laws
traffic signal	local authorities
gallery car	travel long distance
diesel fuel	tractors
petroleum product pipeline	security measures
commercial carrier	transporting people
transit terminal	open space
transportation schedule	tuesday
spine car	unique experience
ship cabin	private deck
aid to navigation	emitting signal
air traffic control tower	high-rise
intentional process	opportunities
flight schedule	providing information to travel agents
minivan	business professionals
etiologic agent	indirect
broad gauge railway	greater capacity
intermodal transportation	infrastructure integration
navigation light	port
offshore supply ship	specialized workforce
dangerous goods	separate from regular cargo
motor scooter	recreation
bulkhead	separating compartments
managing	large
turbojet engine	uses turbine to generate thrust
commercial shipping	products
transit stop	shelters
truck tractor	heavy machinery
head end car	specialized train
road vehicle	mini
bill of lading	includes terms and conditions
traffic light	warning system
guiding	making decision
radio navigation beacon	transponder
transit stop	industrial
jet airplane	research
deck crane	heavy-lifting crane
dining car	self-service
fishing trawler	coastal area
dining car	providing refreshments
commercial agent	knowledgeable about products
truck tractor	operator
local transit system	morning and evening peak hours
broad gauge railway	important for industrial development
fishing trawler	shallow draft
railway junction	signal
set	a group of friends
train station	boarding
railway junction	historical significance
petroleum pipeline	complex process
water transportation system	aqueduct
railway junction	manual control
major air carrier	wide-body
organic compound	cosmetic
railroad bridge	bridge
chemical tanker ship	carry chemicals
drilling ship	oceanic
diesel engine	louder than gasoline engine
volume measure	has precise conversions
volume measure	scientific
port embargo	international agreement
glider airplane	knowledge of aerodynamics
rocket engine	research facility
diesel fuel	can be carbon neutral
government organization	central
shipping channel	regulated by government
fish factory ship	sustaining
rail transportation system	evolved over time
cabotage	in international trade
local transit system	recreation
standard gauge railway	widespread adoption
flatcar	flat bed
vehicle wheel	steel wheels
turbojet engine	high thrust-to-weight ratio
hoisting device	lowering
signalling	in-person
electric device	medical use
spine car	advanced technology
water area	supports life
container terminal	import
intentional process	judged by outcome
freighter	dock
trade embargo	punishment
offshore anchorage	natural
head end car	has multiple axles
electrical signalling	termination
electrical signalling	heart cells
waterway junction	recreational use
glider airplane	no fuel consumption
material handling equipment	ergonomic design
paved runway	aerodrome
hangar bay	repair
lighter	glass
canal lock gate	improved over time
crane ship	constructing oil platforms
railcar carrier ship	rails on deck
regulatory process	quality
surfaced roadway	bend
airport classification	quaternary
rolling stock	inspected regularly
glider airplane	dependent on pilot skill
government organization	funded by grants
radar or sonar	high accuracy
long ton	british imperial system
maritime blockade	ocean
dangerous goods	away from ignition sources
single traffic lane	emergency vehicle access
road transportation system	road construction
multiple track railway	electrical systems
electronic signalling	one-way
standard gauge railway	widely used
major air carrier	terminal
gallery car	tourist
ship berthing	tanker
organic compound	weak
merchant marine	industry standards
guiding	coaching
traffic light	easy to spot
vehicle crew	mechanical knowledge
cargo handling	consignee
government organization	public health
taking off	exciting
rocket engine	highly specialized
land vehicle	automatic transmission
freight car	warehouses
bulkhead	aesthetics
attribute	classification
ore carrier ship	has propulsion system
ship register	cargo ships
fire boat	water-based emergencies
transportation system	sustainable
pusher tug	commercial
canal system	environmental
road vehicle	engine
train assembly	varies
airport classification	major
canal lock	facilitating water transportation
containerization	transportation
air route	providing connectivity
river port	tourism
attaching	attachment
dangerous goods	cool
common carrier	air carrier
pusher tug	rescue operations
cab car	varies in length
mass measure	measuring density
transit terminal	lockers
local transit system	branching routes
relational attribute	identifying
managing	coordinating
major air carrier	thousands of airports
propeller airplane	open cockpit
cubic foot	measuring goods
research ship	oceanographic
train station	bike storage
shipping lane	natural
electric device	powers a home
paved runway	aviation safety
body motion	long
standard gauge railway	railway track width
refrigerated compartment	free-standing
freighter	containerized
cubic foot	equal to 1,728 cubic inches
container terminal	daily
dangerous goods	strict handling rules
broad gauge railway	higher capacity
road junction	none
train station	daily operation
gallery car	private vehicle
canal lock	airlock system
land area	oceans
volume measure	different systems
transportation device	engine
petroleum product	powers engines
ship register	inventory of boats
commercial carrier	terminal
animal powered vehicle	variable
commercial airport	gates
land area	for navigation
deck crane	industrial manufacturing
fishing vessel	both
radar or sonar	aviation
transitway	bus route
navigation	short
rail transportation system	providing public service
cabotage	sea
volume measure	cubic foot
etiologic agent	dysbiosis
etiologic agent	culture
diesel engine	oil
train assembly	high-speed
cargo manifest	description and value
dining car	station platform
ship hatch	hull
cabotage	shipping of goods between the us and canada
coach railcar	provide transportation
ship berth	docks
air traffic control procedure	data link
jet airplane	fastest
research ship	studying
land area	geography
spine car	racing track
cab car	passenger
canal	town
aid to navigation	showing position
military watercraft	transport troops
ship hull	inspected for damage
fish factory ship	to produce fish for human consumption
vehicle registration	insurance
outfit car	red
international airport	arrival gate
radar facility	regional
water transportation system	industrial revolution
fishing trawler	in different weather
waterway junction	stream
material handling equipment	electrical
canal lock	gates
parking garage	monthly pass
navigation buoy	mark hazard
cable ship	played a role in global communication
fuel tank	in car
trade embargo	gradual
land area	compared to other land areas
commercial airport	food and beverage
liner service	regular maintenance
land vehicle	electric
jet engine	propels aircraft
vehicle wheel	rotates around axle
organic compound	fragrances
vehicle wheel	vehicle's axel
ship hull	at dock
bill of lading	record of goods shipped
maritime blockade	used by countries to enforce embargoes
emergency vehicle	at emergency scene
traffic signal	to indicate when to yield
transportation authority	issuing licenses
flatcar	other cars
petroleum tanker ship	reinforced
international airport	border control
transitway	enhancing quality of life
commercial agent	negotiations
transit terminal	parking lots
transitway	connecting cities
cable ship	engine
canal structure	cities
crew list	film
petroleum product pipeline	regularly inspected
liner service	logistics firms
transit terminal	major
bulk cargo	pipelines
ship berth	moorings
navigation	map reading
major air carrier	passenger planes
road vehicle	heated seats
vehicle wheel	needs oiling
cab car	providing a service
port city	income
cargo handling	secure storage
deepwater port	loading docks
commercial agent	brokerage
traffic light	highways
railway vehicle	maintenance
coach railcar	trains
taking off	horizontal takeoff
road junction	dangerous
fish factory ship	marine
air traffic control procedure	multi-tasking
ship compartment	fire-resistant
rolling stock	vehicle
vehicle crew	emergency
airport classification	major hub
emergency vehicle	rescue operation
air route	printed
intermodal transportation	terminal
traffic control process	fixed time
multiple track railway	triple
radar or sonar	naval surveillance
air traffic control center	regulate air traffic
electrified railway	catenary system
railroad bridge	connects rail lines
crane ship	crane boom
hangar bay	military base
dual gauge railway	track with two parallel rails of different gauge
ship berthing	mooring equipment
standard gauge railway	rural areas
hopper dredger	operates in shallow waters
vehicle carrier ship	transporting heavy machinery
rocket engine	vibration tolerance
transit route	timetabled
cargo manifest	shipping agents
intermodal transportation	standardized containers
local transit system	subway
ship agent	commercial
navigation light	flash
containerization	software container
organic compound	oil
electrical signalling	electrolytes
portable bridge	both
transit terminal	bus station
offshore anchorage	marine services
hopper dredger	extracting sand
cabotage	coastal shipping
offshore support ship	offshore oil and gas operations
guiding	motivational
commercial agent	client communication
fuel tank	checking level
ocean liner	company
cab car	bus depot
fishing trawler	freezer
ore carrier ship	shipping industry
vehicle registration	vehicle ownership
dry bulk cargo	loose
organic object	synthetic
offshore anchorage	safeguarding vessels
transportation company	on-demand
standard gauge railway	periodic replacement of rails
ocean liner	cabin
light fixture	switch
petroleum tanker ship	carrying crude
broad gauge railway	russian railways
fixed bridge	rural
military watercraft	jet
military watercraft	propulsion system
cargo manifest	complete
commercial airport	x-ray
ship register	electronic database
canal lock gate	regular inspection
road transportation system	road safety rules
canal lock gate	lubrication
jet engine	high maintenance
train assembly	signaling system
chemical tanker ship	strict safety standards
radio navigation beacon	guiding aircraft
scale test car	demonstrating car design
electrical signalling	strength
chemical tanker ship	sea
railway junction	regular
fixed bridge	facilitating travel
cargo handling	regulations
transportation device	recreation
scale test car	1:1
organic object	developed
terminal building	taxis
commercial carrier	business
liner service	organization
broad gauge railway	developed in 19th century
offshore support ship	supply
traffic signal	repair
cubic foot	equals 28.316 liters
containerization	additional complexity
port city	dependent on trade
government organization	tax-based
aid to navigation	ground
vehicle crew	collaborating
road transportation system	freight
jet engine	uses combustion
transit stop	bus route
legal charge	bad credit score
deck cargo	stowed
bulkhead	large
air traffic control procedure	collision avoidance
managing	increase productivity
broad gauge railway	high-speed trains
commercial carrier	bus company
electronic device	professional use
railroad track	expensive
rocket engine	reusable
shipping lane	regulated
flight schedule	booking
unpaved runway	rural airport
trade embargo	conditional embargo
dangerous goods	well-ventilated
standard gauge railway	railway with 1,435 mm gauge
waterway junction	redirecting
ocean liner	dozens
merchant marine	solas
electrical signalling	synapse
merchant marine	freighter
transportation system	small
electric device	output current
canal lock gate	harbor
pusher tug	pulling
transit stop	commercial
ship berthing	automatic
cabotage	to promote economic growth
road junction	stop sign
keeping	garden
ocean liner	tourist travel
port embargo	lifting
port city	commerce
cargo handling	perishable goods
registry ton	commerce terminology
fishing boat	marine vehicle
air traffic control center	coordinating with pilots
chemical tanker ship	subject to safety standards
radar facility	manual
dangerous goods	transport regulations
dual gauge railway	lower construction costs
tractor trailer	expensive to operate
ore carrier ship	company
transit route	work
turboprop airplane	long-distance
light fixture	linear
chemical tanker ship	safety concern
turbojet engine	converts chemical energy to kinetic energy
container ship	cargo vessel
cargo container	moving
railway vehicle	freight transportation
partial container ship	carry goods
regulatory process	industry-specific
jet engine	oil changes
container terminal	shipping and receiving goods
rail transportation system	commuting
airport classification	limited hours
tank car	tank
offshore anchorage	vessels
cab car	tourist attraction
sea lane	piracy
railcar carrier ship	speed
commercial shipping	e-commerce
petroleum product pipeline	built by hand
transitway	dedicated road
registry ton	1,000 kilograms
petroleum tanker ship	enormous
vehicle carrier ship	commercial vessel
port facility	docking station
arriving	coming into sight
electric motor	can be noisy
air traffic control procedure	air traffic controllers
fixed bridge	allows crossing
guiding	problem solver
deepwater port	job creation
surfaced roadway	parking
transit shelter	to provide safety
radio navigation beacon	high-frequency
air traffic control tower	controlling
petroleum product	pharmaceuticals
train assembly	military
traffic light	circular
railway junction	t-shaped
internal attribute	diagnostic
surfaced roadway	narrow
road transportation system	recreation
railroad track	economic development
air traffic control procedure	tower controller
sea lane	established by government
offshore supply ship	supporting military operations
contract carrier	ensuring timely delivery
canal system	gates
organizational process	communication
crew list	software program
traffic signal	ensuring road safety
ship compartment	ventilated
container ship	moving goods across oceans
road junction	multi-lane
terminal building	help desk
offshore anchorage	natural reefs
attaching	electrical
parking garage	private
tractor trailer	freight transportation
dangerous goods	cooling required
coach railcar	providing transportation
ship berthing	permanent
moving violation	traffic infraction
whaling ship	ocean
moving violation	major
fishing trawler	engine
electric device	needs replacement
research ship	galley
port facility	administrators
offshore anchorage	refueling
contract carrier	storing cargo
railroad track	tourist attractions
petroleum tanker ship	fuel
railway vehicle	construction
freighter	cranes
emergency vehicle	flashing lights
ship agent	contracting
rolling stock	axles
dry bulk cargo	consumption
radar facility	detecting aircraft
minivan	passenger vehicle
ship hatch	providing escape
railroad bridge	tall
organizational process	administrative process
petroleum tanker ship	petroleum products
jet airplane	medium speed
containerization	environmentally friendly
transportation schedule	short
railway junction	double track
mass measure	weighing objects
electric device	occasional
rolling stock	storage
railroad bridge	over water
water transportation system	capacity
keeping	warehouse
passenger ship	ocean-going
transportation company	old
dangerous goods	property damage
road transportation system	maintaining vehicles
ship deck	near the ocean
transit stop	well-lit
radio navigation beacon	very high frequency
railroad track	heavy
turboprop airplane	large cargo hold
container ship	has multiple engines
transitway	increase mobility
organizational process	autocratic
cabotage	to stimulate trade
intentional process	solving a problem
international airport	runway
transit stop	electrical infrastructure
water area	bank
railroad track	countryside
water area	in space
ship berthing	local port regulations
major air carrier	in-flight sales
containerization	originated from
portable bridge	disaster area
ship hatch	hazardous
ocean liner	cross oceans
trade embargo	targeted
transitway	road network
general cargo ship	seas
container terminal	transshipping
vehicle crew	airport
turboprop airplane	versatile
railway vehicle	short
chemical tanker ship	fire suppression system
navigation buoy	movable
transitway	increasing economic growth
motor scooter	electric-powered
organizational process	organizing
vehicle crew	operator's manual
terminal building	airlines
ship cabin	safe
electric device	electricity grid
transportation device	heavy load
ore carrier ship	mechanical
cargo ship	ship goods
internal attribute	stores data
canal lock	chambers
port crane	shipping
tractor trailer	tires
dual gauge railway	potential for conflicts
motor scooter	city streets
passenger railway car	standing room only
railway junction	connecting routes
bulk cargo	manual
dual gauge railway	increases connectivity
tank car	depending on capacity
transportation system	tunnel
road transportation system	cars
organic object	medicine
fishing vessel	catching fish
motor scooter	medium
transitway	managed
research ship	oceanic
hopper dredger	iron
fixed bridge	facilitate road or rail travel
hopper dredger	type of dredger
traffic signal	long
navigation buoy	medium
intermodal transportation	trucking and rail combination
offshore support ship	accommodate personnel
tractor trailer	requires special license
set or class	axiomatic set theory
paved runway	measured in feet or meters
air traffic control center	meteorologists
sea lane	channel markers
shipping lane	important
tugboat	rescue
deepwater port	container ships
dining car	in a train station
electronic signalling	information transfer
