relational attribute	foreign key properties
electrified railway	rails construction
managing	supervisor responsibility
regulatory process	regulatory agency participants
broad gauge railway	moving heavy loads used for
petroleum product	oil refining industry
cabotage	permits regulations
electrified railway	mass transit mode of transportation
ore carrier ship	seaworthy characteristics
flatcar	industrial usage
railcar carrier ship	transporting railcars purpose
road transportation system	traffic lights safety features
military watercraft	lakes location
propeller airplane	relatively slow speed
traffic control process	speed limits regulations
moving violation	being cautious avoiding
volume measure	additive mathematical properties
atmospheric region	atmospheric pressure properties
transit stop	provide information function
chemical tanker ship	ocean operating conditions
local transit system	express route route
air traffic control procedure	issuing clearances responsibilities
flight deck	takeoff function
rolling stock	warehouse location
cargo handling	workers personnel
railroad track	transporting people purpose
transit terminal	food and beverage outlets facilities
water area	dirty water clarity
etiologic agent	tuberculosis disease caused
cable ship	engine propulsion
fixed bridge	waterway type
transportation company	airline type
vehicle carrier ship	unloading operations
fuel tank	aluminum material
keeping	conserving meaning
ship hold	partitioned structure
ocean liner	traveling between ports purpose
intermodal transportation	logistics practical applications
signalling	light signals methods
railroad company	profit financials
petroleum product	diesel type
radar facility	medium resolution
track gauge	standard gauge: 1435mm examples
whaling ship	hunting whales activities
electronic device	app operating system
truck tractor	reliable characteristics
crane ship	pontoon equipment
truck trailer	haul cargo purpose
canal	connecting two bodies of water purpose
radar or sonar	civilian use
transportation system	efficient characteristics
aid to navigation	indicates a channel function
private railcar	high-end type
ship hull	commercial shipping purpose
local transit system	wheelchair accessibility features
animal powered vehicle	horse racing event
fishing trawler	commercial fishing type of vessel
merchant marine	sea routes operations
intermodal transportation	containerized shipping examples
deck cargo	emergency response purpose
fish factory ship	selling function
cab car	multiple cars design
diesel engine	low rpm power output
transportation device	submarine mode
shipping lane	trade usage
signalling	mechanical types
railway junction	outdoors location
land vehicle	carrying used for
passenger railway car	country location
organic object	interconnected with ecosystem sustainability
tractor trailer	hauling goods use
navigation	cellular technology
transportation system	region location
railcar carrier ship	cabins structure
attribute	private access
traffic signal	highways placement
jet engine	hot exhaust gases characteristic
train assembly	country found in
trade embargo	organization target
liner service	reliable reliability
registry ton	measuring large quantities used for
railroad bridge	cross a body of water purpose
canal	irrigation function
keeping	critical importance
electrical signalling	electrical impulse type
railway vehicle	electric or diesel powered movement
electronic signalling	industrial automation used for
head end car	controls features
whaling ship	whalemen's shipping list and merchants' transcript notable examples
head end car	specialized equipment features
attribute	qualitative measurement
ore carrier ship	shipping goods purpose
full size van	chrysler brand
transitway	bus stops features
shipping channel	recreation usage
deck cargo	factory unloaded at
ship hold	ventilated characteristics
multiple track railway	electric electrification
transportation schedule	airport destination
crew list	work schedules related to
ship deck	wooden physical properties
contract carrier	providing delivery services responsibility
multiple track railway	busy cities common in
cable ship	high-strength steel hull features
road vehicle	delivery used for
crew list	manage workload purpose
ship compartment	operating equipment function
fish factory ship	processing staff employees
managing	taking actions task
cargo manifest	digital signatures validated by
offshore support ship	heavy cargo capacity
river port	industrial type
merchant marine	captain roles
containerization	virtualization definition
deck cargo	distribution purpose
transit shelter	portable attributes
air traffic control tower	ensuring safe takeoff and landing function
propeller airplane	private pilots used by
navigation buoy	by fishermen usage
managing	community context
commercial airport	aviation authority regulation
spine car	freight transportation purpose
crew list	staff type of people
railroad company	freight services services
pusher tug	ship operator
turbojet engine	high speed operating conditions
intentional process	feedback stages
scale test car	measuring speed function
terminal building	fast-paced atmosphere
surfaced roadway	infrequently cleaned maintenance
petroleum tanker ship	speed operational aspect
full size van	bench seats features
air traffic control center	specialists personnel
fire boat	skilled operators crew
passenger car	fabric material
long ton	1 long ton = 1000 kilograms conversion
flatcar	military usage
port crane	loading/unloading ships purpose
arriving	welcome reception
railway junction	wye type
refrigerated compartment	hospital found in
flight deck	outdoors environment
light fixture	battery-powered power source
tank car	holds liquids capacity
deck cargo	commerce purpose
container terminal	storing operations
commercial agent	buying involvement
transit shelter	highway rest stop location
cargo handling	packing responsibilities
fixed bridge	repairs maintenance
dining car	dining experience services
fire boat	coastal areas location
guiding	informed decision outcome
port embargo	cuba-us embargo examples
minivan	tall size
deck cargo	high risk of damage
traffic signal	box-shaped shape
freighter	large type
deepwater port	grains types of cargo
bill of lading	used for domestic shipping usage
air traffic control procedure	pilots roles
ocean liner	cross oceans operation
turbojet engine	commercial aircraft used in
ocean liner	sea port location
contract carrier	package delivery services
outfit car	truck type
unpaved runway	rural area location
emergency vehicle	medic equipment equipment
military watercraft	patrol use
offshore supply ship	relatively slow speed
hangar bay	large aircraft capacity
diesel engine	turbocharger component
merchant marine	facilitated global trade historical significance
animal powered vehicle	transportation used for
outfit car	off-road adventures used for
transitway	road structure
gallery car	limited by track speed
turbojet engine	converts chemical energy to kinetic energy principle
watercraft	massive size
electric motor	depending on design and use noise level
set	mathematics usage
railroad track	tourism purpose
lighter	small portability
waterway junction	dams structure
merchant marine	ship captains people
propeller airplane	training used for
traffic light	typically tall height
dual gauge railway	australian railways examples
cabotage	air type
container ship	large cargo capacity capacity
department of transportation	issuing driver's licenses functions
cubic foot	volume unit of measurement
ship deck	entertaining guests purpose
commercial airport	air traffic management operations
common carrier	must ensure safety regulation
traffic signal	with lights design
common carrier	tracking features
cable ship	specialized vessel type
intentional process	learning a skill example
flight deck	regular inspection maintenance
standard gauge railway	1,435 mm track width
mass measure	calculating weight used for
commercial agent	facilitating transactions roles
fire boat	rescuing people from water used for
sea lane	allows shipping function
transportation company	shipping fees revenue source
regulatory process	public participants
shipping lane	subject to international law regulations
ship berth	wet type
truck tractor	highway environment
refrigerated compartment	low temperature characteristics
terminal building	shopping services
air traffic control tower	coordinating operations responsibilities
ship berthing	stable ground requirements
spine car	premium interior features
shipping channel	sheltered characteristics
rail transportation system	high capacity capacity
merchant marine	provide cargo services functions
registry ton	shipping industry used in
ship cabin	travel associated with
turboprop airplane	regional type
transit shelter	security cameras features
shipping channel	marine route function
transit terminal	temporary structure
air traffic control procedure	air traffic control protocols safety measures
offshore supply ship	tugs equipment
flight schedule	check-in requirements features
intentional process	effectiveness importance
aid to navigation	finding way used for
head end car	larger characteristics
cable ship	boat type
refrigerated compartment	drawers design features
air traffic control procedure	routing controllers' roles
petroleum product	gas physical state
offshore support ship	durable design
arriving	station place
bulkhead	watertight definition
cable ship	supporting global communication used for
cargo ship	weather-resistant design
container ship	global trade use
water transportation system	canal boat mode
offshore anchorage	marker buoys features
fishing vessel	sail propulsion
containerization	deploying software used for
lighter	uncommon rarity
maritime blockade	blockade of germany during wwi historical examples
research ship	seasonal operations
terminal building	atms features
diesel fuel	powering vehicles uses
petroleum product pipeline	inspection maintenance
fishing trawler	trained crew
standard gauge railway	triple track track type
maritime blockade	to blockade purpose
contract carrier	cost-effective reputation
rolling stock	trackside located at
track gauge	standardized globally historical context
fixed bridge	highway features
commercial carrier	trucking company type
bill of lading	evidences ownership purpose
land area	atmosphere location
airport classification	hub function
maritime blockade	humanitarian crisis effects
signalling	non-verbal communication
transit terminal	provide transportation purpose
cab car	train yard location
local transit system	passes fare
port embargo	sanctions related concepts
international airport	aircraft equipment
transit shelter	simple structure design
parking garage	security gates security
vehicle registration	monthly validity period
railroad bridge	suspension structure type
air traffic control center	directing aircraft responsibilities
ocean liner	cargo transport purpose
partial container ship	reduced emissions environmental impact
crew list	in meetings usage
offshore anchorage	water depth considerations
military watercraft	rocket armament
transportation system	capacity vehicle characteristics
surfaced roadway	fast speed
organic object	neutral importance
transportation schedule	journey purpose
contract carrier	freight forwarding services
electrified railway	connects cities function
organic object	plant types
liner service	weekly frequencies
navigation buoy	indicating safe passage function
freight car	railroad yard found in
traffic control process	yield to pedestrians rules
light truck	smaller than semi-truck size
flatcar	tracks features
air traffic control center	terminal control types of
light fixture	bulb light source
offshore anchorage	stable design
glider airplane	gravity flight mechanism
railway junction	connecting trains function
deepwater port	liquid cargo port types
sea lane	maritime commerce importance
fixed bridge	over a highway location
aid to navigation	water location
bulk cargo	distribution used for
airport classification	passenger traffic
rolling stock	regular maintenance maintenance
hoisting device	winch type
drilling ship	energy corporation operating company
hangar bay	store and deploy aircraft function
road vehicle	high speed speed
trade embargo	economic sanctions purpose
aid to navigation	low accuracy
radar or sonar	echoes of waves principle
offshore anchorage	maritime related to
electrical signalling	coordinate actions purpose
private railcar	table features
fire boat	marine firefighting used for
attaching	assembly purpose
commercial shipping	land methods
passenger railway car	track located in
ship hatch	auxiliary type
ship berthing	safe docking purpose
land area	mountain ranges boundaries
dangerous goods	poisoning consequences of mishandling
road junction	accident hazards
transit stop	boarding function
transportation schedule	wednesday day
flatcar	wheels features
private railcar	large size
commercial carrier	global network characteristics
traffic control process	drivers responsibility
vehicle crew	communication skills skills
railcar carrier ship	strong structure
tractor trailer	freight transport used for
partial container ship	carrying function
merchant marine	bulk carriers types of ships
port crane	powerful characteristics
transit stop	frequency of service operation
emergency vehicle	siren equipment
organic object	dependent on air relationship
mass measure	convertible from conversion
jet airplane	long-distance travel mode of transportation
container ship	merchant type
railroad track	standard width
turbojet engine	generates thrust principle
railway junction	multi-track layout
freighter	sea route
shipping lane	important for economy characteristics
long ton	2,000 pounds equals
light fixture	ceiling-mounted installation
water transportation system	importance in ancient civilizations historical significance
guiding	showing the path purpose
railway junction	infrastructure investment maintenance
dining car	serving food and drinks function
road transportation system	seatbelt equipment
commercial carrier	cargo transport services
vehicle registration	mail process
tank car	large capacity
ship register	owner content
fishing trawler	on ocean operations
electrified railway	dependent on power disadvantages
dry bulk cargo	trucks transportation
ore carrier ship	moving minerals function
offshore supply ship	self-sustaining characteristics
petroleum pipeline	supplying transportation usage
bulkhead	aviation industry
paved runway	varying length
traffic signal	electronic operating mechanism
dry bulk cargo	trailer transportation
organic object	response to stimuli function
fire boat	on rivers location
ship hull	storing cargo function
animal powered vehicle	chariot common examples
minivan	larger than a sedan size
offshore support ship	sea location
commercial airport	public transportation infrastructure
navigation light	guiding function
offshore support ship	specialized design
deck cargo	terminals storage
bulkhead	partition in an aircraft definition
rocket engine	space exploration used for
rail transportation system	tram type
watercraft	engines features
hopper dredger	waterways location
gallery car	gallery location
transit terminal	bus service services
freighter	port operational range
etiologic agent	toxin production mechanism
drilling ship	extracting oil function
vehicle registration	biennial frequencies
cable ship	connecting continents purpose
fishing boat	wood material
chemical tanker ship	port operating environment
aid to navigation	port located at
full size van	full size
signalling	written communication
port crane	horizontal movement
passenger ship	rarely frequency
internal attribute	to define identity purpose
fishing trawler	seafood catch
crane ship	stable characteristics
train station	parking environment
terminal building	moving walkways features
deck cargo	container type
diesel fuel	dark color properties
arriving	pull in action
private railcar	business meetings usage
international airport	terminals features
regulatory process	regulatory process phases
motor scooter	off-road terrain
deepwater port	high-capacity operations
partial container ship	sailing operations
internal attribute	blood pressure example
transit stop	residential surroundings
vehicle wheel	rubber material
navigation	searching activity
transit stop	frequent frequency
research ship	polar operations
multiple track railway	high cost challenges
volume measure	everyday life used for
material handling equipment	transferring function
canal lock	mechanical or hydraulic operation
flight deck	commuting purpose
fixed bridge	abutment construction method
offshore support ship	coast operational area
organic object	microorganism example
merchant marine	cruise ships types
sport utility vehicle	cargo space features
organizational process	effectiveness goal
attribute	nominal measurement
deck cargo	lift-on loading method
ship deck	navigation used for
guiding	map method
fire engine	disaster area located at
mass measure	cookery practical applications
petroleum tanker ship	spill hazard environmental impact
railcar carrier ship	aluminum material
crew list	organizer generated by
personal watercraft	water sports type
attaching	nail object
standard gauge railway	1850s origin
terminal building	passenger purpose
ship hull	stability purpose
fishing vessel	railing features
local transit system	metropolitan region coverage
dry bulk cargo	grain type
vehicle wheel	aluminum material
railway junction	y-shaped layout
organic object	can evolve features
road transportation system	air pollution impact on environment
relational attribute	employee manager example
regulatory process	public interest purpose
regulatory process	maintain order purpose
drilling ship	gas exploration function
ship hull	transport purpose
navigation buoy	marine navigation usage
navigation	distance calculation features
electric device	metal materials
port city	hong kong examples
set or class	class of animals examples
port city	export revenue source
shipping lane	fixed characteristics
taking off	smooth characteristics
hopper dredger	dredge pump components
flatcar	shipping port found in
regulatory process	individual involved parties
air traffic control procedure	far rules and regulations
transit terminal	traveling purpose
local transit system	rural coverage area
organic object	perishable characteristics
regulatory process	transparency outcomes
deck cargo	pushing loading method
freight car	hopper car structure
merchant marine	boats fleet
navigation light	light house physical appearance
fishing vessel	providing services function
aid to navigation	electromagnetic function
electronic device	mobile operating system
container ship	shipping company operated by
partial container ship	deck structure
hangar bay	composite structure
atmospheric region	mesosphere type
canal system	recreation functionality
lighter	electronic circuit components
flight schedule	origin and destination search criteria
light fixture	modern design style
water transportation system	lock type
transit route	public transportation operator
container terminal	efficient operations
maritime blockade	siege methods
water area	irregular shape
commercial airport	terminal building facilities
ship agent	cargo handling services
navigation buoy	indicates safe water function
passenger ship	basic luxury level
air traffic control procedure	federal aviation administration rules and regulations
traffic signal	indicates when to stop function
flight deck	pilot people
department of transportation	national jurisdiction
train station	parking features
offshore support ship	medium size
containerization	transportation purpose
radar or sonar	naval surveillance use cases
fishing trawler	recreational purpose
tugboat	strong characteristics
internal attribute	address example
railroad track	noise pollution environmental impact
arriving	delayed circumstances
vehicle registration	car registration types
canal lock	flight lock types
airport classification	medium capacity
offshore anchorage	exposed characteristics
long ton	new zealand common in
offshore supply ship	cargo ship type of vessel
flight deck	flight engineer crew role
cabotage	shipping goods from one port to another examples
electric motor	very high power
canal	concrete materials used
flight deck	weather monitoring operations
vehicle carrier ship	commercial operation
ship register	maritime authority authority
multiple track railway	freight transportation uses
traffic signal	dynamic type
animal powered vehicle	wheel components
ship compartment	elevator access
spine car	mode of transportation type
liner service	expensive cost
taking off	beginning of journey action
military watercraft	reconnaissance usage
set	empty set types
dining car	offer snacks function
vehicle registration	proof of residency documents required
commercial airport	provide air travel services function
containerization	wrapping software in a container definition
signalling	amplitude modulation methods
trade embargo	international restriction definition
railroad company	freight charges revenue stream
trade embargo	promote diplomacy purpose
traffic light	public safety significance
ship agent	finding cargo functions
electrified railway	regular maintenance required maintenance
commercial carrier	trucks operations
fuel tank	in vehicle location
navigation light	buoyage type
transit terminal	organized layout
transit shelter	provides protection function
transportation company	non-profit ownership
truck trailer	port location
ocean liner	symbol of luxury historic significance
body motion	agile style
refrigerated compartment	insulation properties
passenger railway car	small size
light fixture	industrial design style
body motion	stadium location
road transportation system	traffic light regulation
container ship	sea route location
intentional process	purposive planned action
department of transportation	large budget
ship deck	ocean location
cable ship	strong characteristics
regulatory process	industry type
motor scooter	dependent on engine speed
ship berth	moored types
commercial agent	experienced characteristics
general cargo ship	efficient purpose
government organization	make laws function
rocket engine	chemical operating principle
cargo container	seals features
cargo ship	ship's crew crew
petroleum product pipeline	tonnes capacity
navigation buoy	water located at
mode of transit	empty environment
transportation authority	manage infrastructure purpose
ship register	flag types of information
ship deck	exposed to wind weather conditions
single traffic lane	narrow road infrastructure
moving violation	weather condition cause
track gauge	railway transportation used for
deck crane	manual or remote control operation
airport classification	extra long runway length
legal charge	online transfer payment method
major air carrier	thousands of airports destinations
passenger railway car	food and beverage facilities
bulkhead	structural support used for
ship register	merchant vessels types of ships
rolling stock	axles component
government organization	tax collection function
tank car	multiple compartments features
sea lane	guide ships purpose
legal charge	individual responsibility
animal powered vehicle	low efficiency
air traffic control tower	issues flight clearances function
fixed bridge	allows crossing function
chemical tanker ship	safety measures operation
animal powered vehicle	desert terrain
ship register	annually updated by
dry bulk cargo	train transportation
ore carrier ship	merchant vessel type
lighter	purse location
diesel fuel	black color
transportation device	electricity propulsion
organizational process	efficient result
rail transportation system	long history history
bulk cargo	truck transportation method
rail transportation system	safe safety
ship hull	watertight doors structure
shipping channel	commercial importance
organic object	biodegradable nature
local transit system	publicly funded operation
cargo manifest	tracking used for
dining car	on the train located in
trade embargo	promoting peace purpose
set or class	has a set of rules properties
bill of lading	essential importance
vehicle carrier ship	transport vehicles function
deck crane	electric type
department of transportation	environmental impact responsibilities
ship hull	propulsion function
keeping	conservation method
port crane	mobile movement
railroad track	enabling trade purpose
cargo container	weight capacity
personal watercraft	recreational vehicle category
commercial shipping	tanker vessels
body motion	regularly frequency
commercial carrier	transport goods purpose
transit stop	bike storage services
military watercraft	aircraft carrier features
cargo ship	export used for
fishing trawler	near shore operation
transit route	available route map
lighter	flint mechanism
jet airplane	high-speed speed
local transit system	infrequent frequencies
water transportation system	riverine mode
emergency road vehicle	tow truck operators staff
ship register	owner information content
traffic control process	reduced accidents outputs
shipping channel	environmental importance
cargo manifest	describing cargo type content
radar facility	national security applications
pier	boarding dock function
navigation	east orientation
deepwater port	international trade importance
contract carrier	ship goods role
vehicle wheel	maintenance usage
freighter	dependent on weather operations
canal lock gate	has a gate-like shape structure
freighter	transporting cargo function
outfit car	daily commute usage
container ship	fast speed
liner service	marine transportation operator
turboprop airplane	reliable type
contract carrier	retail industry
electric device	charges devices function
navigation	physical type
common carrier	air types
fishing trawler	metal material
etiologic agent	animal host location
terminal building	screening areas security features
full size van	comfortable ride features
managing	productivity goal
internal attribute	defining relevance
intentional process	voluntary definition
port embargo	apply pressure purpose
unpaved runway	practice landing usage
navigation light	waterways located at
land vehicle	racing design
transportation company	regular routes operations
hangar bay	provide shelter purpose
major air carrier	large fleet
commercial carrier	advertising revenue source
deck cargo	logistics industry
scale test car	toy type
jet engine	high-octane fuel
shipping lane	shipping channel function
relational attribute	to filter purpose
fishing vessel	ocean location
merchant marine	civilian type
ship berth	protected characteristics
electrical signalling	muscular type
paved runway	air traffic control function
ship register	navigation uses
rocket engine	electrical ignition control mechanism
turbojet engine	military aircraft applications
aid to navigation	tower physical form
train station	timetables operations
unpaved runway	variable width characteristics
intentional process	deliberate purpose
transportation company	maintenance operations
port facility	cruise type
fuel tank	regularly emptied maintenance
jet engine	company developed by
contract carrier	highly reliable reliability
airport classification	domestic traffic
petroleum product pipeline	pumping functionality
deck cargo	in hold placement
container ship	supporting economy function
paved runway	smooth condition
ship deck	near water location
transitway	privately managed operation
fixed bridge	land location
petroleum tanker ship	skilled sailors crew
fire engine	fire station station
cab car	medical emergencies used for
surfaced roadway	trucking used for
organizational process	flowcharts tools and techniques
ship register	ownership types of records
petroleum pipeline	desert location
vehicle crew	license training
surfaced roadway	pavement material
moving violation	highway locations
port crane	moving function
passenger ship	cruise routes
watercraft	river location
light fixture	illuminates space function
whaling ship	processing facilities features
chemical tanker ship	specialized personnel crew
broad gauge railway	better suited for rough terrain advantages
light fixture	decorative function
land area	circular dimension
water transportation system	shipyard maintenance
coach railcar	wi-fi features
bulkhead	fire-resistant type
container ship	deep characteristics
sea lane	marked characteristics
signalling	wireless signal medium
dual gauge railway	connect different railway networks purpose
registry ton	freight related concepts
ship berthing	secure operations
sea lane	channel types
train assembly	coach component
road junction	increasing safety function
offshore supply ship	seas location
ship deck	observation point function
bulk cargo	sugar example of
shipping lane	regular maintenance
petroleum product pipeline	leaks safety concerns
passenger car	long road trips used for
guiding	problem-solving skills
offshore anchorage	marine life features
offshore support ship	round-the-clock operations
commercial carrier	air mode of transportation
sport utility vehicle	honda brands
moving violation	driver's attention prevention
electric device	screen physical form
petroleum product pipeline	land use environmental impact
railroad company	multiple routes operations
glider airplane	aerodynamic awareness pilot skills
attaching	permanent fix result
transit shelter	benches features
chemical tanker ship	skilled crew
scale test car	measuring instruments features
spine car	seating capacity capacity
propeller airplane	experimental plane aircraft type
navigation light	regulated by maritime authorities regulations
ship agent	clerks personnel
water area	freshwater depth
whaling ship	private owner
cable ship	medium size
cubic foot	measuring wood common use
petroleum product	heating homes usage
air route	business travel purpose
transportation company	freight shipping services
light fixture	portable size
organizational process	control elements
internal attribute	vital importance
transit shelter	wait for public transportation purpose
internal attribute	object domain
petroleum tanker ship	double-hulled design
electronic signalling	error-prone features
road transportation system	connecting cities function
commercial carrier	load cargo operations
deck crane	loading and unloading ships function
maritime blockade	seizure of ports definition
port crane	loading function
emergency road vehicle	road location
air route	connecting route
guiding	avoiding obstacles purpose
transportation device	water location
railway junction	signal features
cab car	wheels components
legal charge	settlement outcomes
transportation schedule	station names formatting
ore carrier ship	engine-powered propulsion
dry bulk cargo	iron ore examples
offshore support ship	coastal operating area
land area	ocean relation to water
fish factory ship	many employees
flatcar	shipping goods commonly used for
port crane	lifting cargo purpose
traffic control process	scheduling mechanisms
minivan	smooth ride driving characteristics
train assembly	industrial operational environment
crane ship	lifting heavy loads function
vehicle registration	biennial frequency
managing	satisfaction outcome
head end car	stabilizer function
rocket engine	continuous firing operation
intermodal transportation	intermodal rail-truck transfer examples
water area	continent location
registry ton	1,000,000 kilograms definition
scale test car	smaller than regular cars design
petroleum product pipeline	environmental permits regulation
hangar bay	access control security
transit terminal	id checks security
electronic device	online located at
research ship	river location
pier	access to boats function
long ton	heavy goods unit of measurement
navigation buoy	regular inspection maintenance
local transit system	stations infrastructure
transit terminal	suburbs location
ship agent	coordinating logistics responsibilities
fish factory ship	industrial capacity
intermodal transportation	reduced traffic congestion benefit
internal attribute	determines behavior importance
ship hull	aerodynamic design
emergency road vehicle	emergency responders staffed by
land vehicle	extra large size
navigation light	providing visibility function
radar facility	aircraft tracking used for
spine car	transport function
shipping channel	critical for maritime trade importance
land vehicle	driving used for
air traffic control center	ensures safe takeoff and landing function
bulk cargo	large volume
arriving	check-in event
ship compartment	climate controlled functionality
freighter	ocean located at
trade embargo	iran embargo example
deepwater port	24/7 operational mode
portable bridge	connects two points function
set	intersection operation
head end car	on a railway track location
dining car	commuter train part of
organic object	space location
port city	diverse population
organic object	mineral classification
contract carrier	manufacturing industries
port facility	large size
traffic light	roads typical places
freight car	transporting goods function
radar or sonar	sound waves principle
emergency road vehicle	firefighting function
contract carrier	on-time delivery goals
railroad track	in countryside location
chemical tanker ship	specialized structure
passenger ship	international routes
railroad company	workers employees
electrified railway	commuter rail type
canal	artificial watercourse type
minivan	mpv type
arriving	address location
transportation company	logistics specialists employees
fixed bridge	iconic characteristics
unpaved runway	landing strip type
offshore support ship	towed operations
head end car	railway component
transitway	traffic signals features
cab car	mode of transportation type
arriving	driver person
rolling stock	passenger type
petroleum product	heating oil type
research ship	laboratory equipment
transportation system	emitting pollution environmental impact
head end car	stops at signals movement
fishing trawler	large type of vessel
standard gauge railway	widespread use advantages
rocket engine	computer control control mechanism
traffic control process	ensure safety goal
port crane	cab component parts
regulatory process	government stakeholders
electrical signalling	saltatory conduction propagation
freighter	shipping cargo purpose
ship cabin	table layout
flight schedule	flight number components
railway junction	supervised safety
intermodal transportation	containers equipment used
organizational process	control components
head end car	transporting used for
deepwater port	large berths infrastructure
flight schedule	online accessibility
light fixture	lamp type
material handling equipment	storage application
portable bridge	construction sites applications
passenger ship	provide accommodation purpose
vehicle crew	follow traffic rules responsibilities
water transportation system	speed efficiency
commercial carrier	passenger fees revenue source
radar	microwaves uses
regulatory process	industry regulation types
tractor trailer	construction uses
radar facility	military surveillance type
personal watercraft	two people operator
traffic control process	traffic engineers actors
commercial shipping	port authorities players involved
ocean liner	boat type
volume measure	cubic meter unit
offshore anchorage	vessels usage
railroad company	generating revenue business model
transportation company	efficient use of resources goals
passenger ship	coastal route
light truck	outdoor activities used for
crane ship	offshore location
propeller airplane	training use
pusher tug	maritime transport used for
electrified railway	monorail types
set	used in algebra mathematical concept
hangar bay	launching aircraft functions
freighter	shipping cargo function
fishing trawler	nets equipment
navigation	star method
hangar bay	military base found in
navigation buoy	sea located at
pier	for recreation purpose
turboprop airplane	short-distance range
surfaced roadway	city location
canal lock	has chambers structure
flight deck	military base location
shipping lane	used for maritime trade definition
mass measure	small scale
animal powered vehicle	transportation use
taking off	smooth air requirement
merchant marine	economic development functions
traffic control process	road maintenance responsibilities
spine car	railway track located at
set or class	linguistic types
single traffic lane	congested traffic flow
petroleum product pipeline	across country location
traffic signal	pyramidal shape
electronic signalling	modulated types
navigation	electronic navigation types
ship berthing	pilotage safety
road junction	highway intersection urban planning
truck trailer	standard size
transportation system	commercial vehicle
commercial airport	security regulations regulation
waterway junction	dams features
private railcar	kitchenette features
cargo container	protecting cargo function
water transportation system	yacht vessel
scale test car	automotive industry
deck cargo	agreement regulation
chemical tanker ship	strict safety regulations regulations
portable bridge	lightweight weight
diesel engine	higher compression ratio efficiency
port city	beaches tourist attractions
deck cargo	breakbulk container size
crew list	contact details information
common carrier	frequent travel common usage
pusher tug	ocean operating environment
jet engine	high-temperature characteristic
diesel fuel	fuelling vehicles usage
traffic signal	vehicle related concepts
standard gauge railway	moving goods purpose
atmospheric region	contains most of the atmosphere characteristics
fuel tank	in garage location
passenger railway car	power outlets features
dry bulk cargo	mining site origin
personal watercraft	adventure popular for
animal powered vehicle	tourist primary user
hoisting device	lubrication maintenance requirements
cable ship	specialized size
legal charge	misdemeanor nature of crime
atmospheric region	supports aircraft function
offshore support ship	accommodate personnel purpose
waterway junction	bridges features
attaching	by screw method
shipping channel	efficiency purpose
shipping channel	navigational aid purpose
body motion	ground environment
electrified railway	transportation type
ship deck	on top of a ship location
department of transportation	roads infrastructure
air traffic control center	near airport location
traffic signal	manual control
electrified railway	mass transportation usage
atmospheric region	exobase layer
taking off	airplane context
port facility	rails infrastructure
emergency vehicle	high speed speed
transportation device	cargo capacity capacity
cabotage	right to carry goods definition
transitway	regulated maintenance
fire engine	to rescue people purpose
fire engine	hose features
motor scooter	lights features
electrified railway	city location
terminal building	modern structure
bulkhead	structural type
transportation system	road mode
ship register	national scope
legal charge	breach of contract associated with
fuel tank	secured with tamper-evident seal security
transit shelter	bus shelter types
canal	commercial usage
intermodal transportation	trucking types
emergency road vehicle	accident scene location
canal lock	water supply uses
offshore supply ship	stable platform characteristics
transportation system	connecting cities functionality
flatcar	shipping purpose
traffic signal	flow importance
partial container ship	cargo carrier type
fish factory ship	export revenue purpose
atmospheric region	aurora phenomenon
parking garage	kiosks facilities
ship deck	storing cargo function
guiding	asking for directions method
common carrier	subject to laws and regulations regulation
rolling stock	wheels physical characteristics
tractor trailer	engine powerful features
vehicle registration	varies by state cost
canal system	freshwater functionality
ship agent	contract documents tools
transportation schedule	low reliability
railway junction	low traffic volume
ship agent	negotiating prices responsibilities
hopper dredger	building coastal structures used for
bill of lading	dispute resolution functions
atmospheric region	ionosphere layer
bulkhead	divide function
light fixture	timer features
head end car	attached to a train movement
air route	secured safety
tank car	agriculture industry
canal	most complex engineering feat
broad gauge railway	sri lanka found in
navigation light	subject to international standards regulation
atmospheric region	rainbow phenomenon
air route	regional destinations
railway vehicle	high-speed speed
offshore anchorage	natural types
aid to navigation	lake found in
flight schedule	gate information features
water area	soothing characteristics
multiple track railway	rural areas found in
guiding	long term scope
scale test car	testing braking distance functionality
broad gauge railway	more efficient advantages
aid to navigation	emitting signal function
electronic signalling	computer networks domain
water area	wide shape
fishing trawler	sea located in
offshore support ship	ensure safety purpose
atmospheric region	stratosphere layers
river port	weather dependent operations
electronic signalling	binary format
cargo container	rectangular structure
partial container ship	multiple cargo holds features
mass measure	comparing sizes used for
bill of lading	includes cargo details contents
fishing vessel	navigation equipment features
deepwater port	storage facilities infrastructure
contract carrier	rail freight types
diesel engine	higher emissions disadvantages
shipping lane	recreational use used for
single traffic lane	enforcement regulation
airport classification	passenger functionality
mode of transit	business purpose
transit stop	queue features
motor scooter	up to 30 mph speed
drilling ship	exploring for oil and gas purpose
traffic signal	lights components
regulatory process	enforce laws purpose
railway junction	signaling system infrastructure
tugboat	marine vehicle type
port facility	government agency management
liner service	providing cargo purpose
sea lane	maintained regulation
turbojet engine	turbine components
ocean liner	providing luxury travel purpose
petroleum pipeline	supporting economy purpose
pier	near a river location
fire boat	maneuverability features
internal attribute	affect performance impact
rocket engine	small size
transportation system	local route
attaching	building application
deck cargo	bulk type
ship register	national register types of registers
truck tractor	rural areas operating conditions
moving violation	running red light type
land area	flat characteristic
vehicle registration	varies by state fee
truck tractor	bad weather operating conditions
container terminal	pollution environmental impact
deck cargo	warehouse stored in
